number_of_persons,lane_width,crossing_time
27,2.6366237376848076,7.456651484025695
9,9.76135717114606,8.429839989568677
15,8.425559306208086,9.344112185589946
15,9.74187493275912,9.915678070363882
26,2.8699111585328234,7.438453460723165
42,10.452636464391196,15.393153989961087
13,8.385498900344881,8.82286497209482
32,7.852255831770082,11.94850006716711
39,8.433833457088049,13.939795628654936
49,10.712115845249459,17.408974730622763
32,8.075896812309617,12.02989616540746
4,8.019028608937703,6.770222967621849
30,11.911451992124775,14.305134429929058
37,9.688936587151396,13.52632492563363
23,6.701791151785785,8.450008642005766
39,9.220271500312814,14.478116499222644
45,6.197689481071991,13.203312150544138
15,4.67431689359324,5.474248192422003
43,8.170092830433713,14.489048076693829
29,11.317729932082539,13.837155531143706
36,11.326825440146896,15.04078280349356
13,5.7481001420021585,6.829190474806254
32,7.512935929106102,12.423929811558262
7,4.510541036413681,5.2641103853523425
22,11.958495540239392,13.013664850296717
28,11.820620124745389,14.000944872672425
2,8.67033483222075,6.671963912534948
42,10.141933566935997,15.798741728484314
45,9.29345153219515,15.50403057732465
6,8.135003080874949,7.0979880163158
28,3.0068059713945283,6.9609037654751935
28,6.82026125425028,10.512289623280726
44,8.9104698705904,15.403028133648304
44,8.936550331895004,14.938329266064658
20,6.044664875012645,8.269881445723126
30,11.44607387325129,13.620014361971789
11,4.089891806249419,4.4961944986985
28,7.253414739047826,10.886418066870899
25,9.063397777232817,11.109074047297492
39,9.122790155972186,13.427865852049266
33,8.662070089303747,12.231303771364027
1,5.115238027792671,3.3705519015273024
27,3.983962402522909,8.632977679239378
13,8.541433104853752,8.790580652008343
41,8.193370103324659,13.616606117581822
3,4.2038820977477895,3.308889974477127
39,9.198821882920353,15.026629267282438
6,6.824133921469736,6.542432590076858
8,8.843725620229954,7.35791665760191
27,10.45498725781643,13.449610971110614
9,4.11242007148077,4.6971285039756445
37,2.6818762459699483,9.715431703006656
33,9.901474570759975,13.590827858756374
42,8.29212553894985,14.915861412906697
44,9.146575911410157,14.753458202380212
24,10.462472262392104,12.14546925744646
15,10.126703880832755,10.8415898038301
32,11.628741395823834,13.509939780061252
32,7.591383249095123,11.799385904434285
24,7.140708510269101,9.70373291882705
41,6.317928398961936,13.0551366145304
49,3.960064907019943,13.163574508434017
49,7.939768712379213,15.836405275638636
12,5.131618981096798,6.18594225605348
39,11.252421366023267,15.857726106921444
2,8.040312640632427,5.971725146854643
3,8.131981714827045,6.51354467849592
49,5.871784278331595,14.723959042172467
37,2.9938988437882212,9.123243024995674
49,2.801565771043392,11.600077670326101
17,6.5216838694553765,8.020590634756152
49,3.3033710919237596,12.660017119543378
2,8.265046077631322,6.415255510941333
2,10.869243553576746,8.655486343184556
28,10.88769075692786,13.893976964485987
23,8.760931396256208,11.153826553092998
37,4.506702398992845,10.08707633385497
32,10.698469897909284,14.872311168740705
33,10.917887635475477,15.104681503743121
1,4.368209057053107,3.351919351717674
19,9.505547814821433,9.898791889344961
2,5.2219357148076675,3.349705003068298
44,10.125082967352832,16.159359932814592
26,11.973760049084225,13.401810528280482
32,2.7852470506292315,7.530867612340691
6,11.024975725013853,8.28529981104268
32,8.414990069187251,12.175715905611604
4,11.7471348820658,9.28827541695249
11,6.917590416501063,7.843992537294387
17,10.550185340428051,11.177957058907744
38,3.0927436516836337,9.618400343109746
24,5.6851509757438095,9.050796904367692
5,3.136657108636495,3.385753156106111
34,11.76575976805117,15.573886723634521
6,10.26125211908245,8.509494742552674
22,10.59920050183672,12.488956376817999
11,11.410669698621994,10.762704256272311
48,3.3084831181379606,12.004552229060687
16,6.163177128876667,7.542657199636095
33,3.17483144591802,9.327610986579515
9,4.502534464725272,4.659358887178818
6,4.678974881857887,3.78881850104108
16,6.9565185049519975,7.412792793409429
29,5.0513405908096045,9.009913184462107
3,3.4592920147687303,3.400749017080575
20,4.091165346394023,6.710861534405084
36,3.8991178537448636,10.087342182651945
19,11.744229580166834,11.94108737896435
26,9.713278815725499,11.894377613954804
3,11.693733920060838,8.439935248502165
19,6.6775346218251315,8.523719774310107
20,5.144500575795238,7.587061400535691
32,10.083785373487274,13.80903634979611
7,5.599412221390894,5.543428961642212
41,5.344142050200809,11.918670631092802
33,4.708806925974397,9.210389096023054
40,3.731950293130236,11.20096851459645
39,4.936399079659276,11.283477173094758
18,5.875537610501933,7.8366339238769
40,8.90294497738444,15.159493945322986
1,3.09436600108479,2.8643724926442538
11,4.499815926820758,5.637378832851764
28,10.185724582770925,12.874364665436678
25,3.8957582740458223,7.776861707044225
23,5.755128891963954,8.830863600263756
31,10.71425975765233,14.056496046965696
30,3.9717904558627053,9.692694060651142
42,3.285999938372804,11.983775854504838
35,7.103110953260103,12.218781083601847
7,5.372985357146096,4.161208647653966
16,7.852379462596614,8.332970236637436
26,10.136146459593014,13.345853054930895
48,3.80291063745106,12.675691055164346
49,8.016641303265708,15.739195603098004
2,7.302333223703707,5.532533346943126
1,3.8687484671253958,2.3688807326194334
48,8.427985612525333,16.458884600605135
12,5.09958396967733,5.630954852603906
5,7.134426026168119,6.460674498389224
37,3.2815870806320877,9.093639887002992
32,6.866048543529419,11.196646045821161
9,5.411402946406794,6.161766384088478
41,10.312621506260866,15.441311132524367
35,3.0412979064749988,8.988130709799128
19,6.476769111724135,8.431581785405866
48,6.855098529248661,13.828497503245867
16,9.387557724841628,9.14332492136387
3,7.955731963357005,6.639783929459111
20,8.83851720334472,10.102121611008759
24,9.881968213691684,12.211791104356218
33,10.690928249752794,14.795468829827351
24,5.48181721886347,9.314905032257354
11,7.611215700957078,6.826078501252601
49,10.481026745172398,16.937533030996192
8,11.899785744168035,10.368639613641928
36,10.95043345491575,15.298239018034504
38,6.028938994931579,13.031103788477845
40,4.354081913577179,10.656251743081445
20,7.1492291053625925,9.690676418843186
35,9.545593792442402,14.004418585335271
48,7.179406172156327,13.908029332494214
25,7.090218201479851,9.79053395412231
35,10.463189000277104,14.604970434931024
25,5.93333590113827,8.385913718093489
29,10.668049410710633,12.383082290878916
18,6.364645609041373,7.265554145711231
46,5.618214503944224,13.34257718750233
18,6.81290415639714,8.224026482345522
2,9.74324610741125,7.0494836566369425
35,3.6970192647079454,9.347917128637098
16,4.365982550784166,5.606497759016864
41,11.538725843799373,16.213745439865214
36,4.167170460122895,9.266351304623292
33,7.893409520345019,12.831970227068753
4,8.00348743328841,7.3629415984017585
33,7.151432389477326,10.545134135789219
14,8.625079861479776,8.726206499966368
21,4.683353895077375,7.343247066880727
48,7.750291543879108,15.048680278033709
20,6.035645924845523,8.811940872791146
8,8.785838966477296,7.642493870672532
7,3.84162366204492,4.099891170095014
3,7.923335459975024,7.749052810454284
17,4.260068376141575,6.387259529155616
33,5.147109099592846,11.15962642985888
48,4.577743103074041,13.120810330890162
12,4.2369589087537625,5.149544724000477
22,10.344254039826335,11.428385892002526
22,5.214221892778458,8.120807911627619
46,11.30767592771227,16.713674814564055
30,11.714301990779314,13.935425581644518
38,7.9269744644024245,13.050594316917415
38,3.858510665324401,10.502750817623902
45,6.0582083121060215,14.240290257374824
8,10.078456501808034,8.55642028789232
27,5.990211922622169,9.909481825062036
27,3.326663573876493,6.9622393437636125
34,7.789456653817785,12.894041930313508
21,10.52864808921233,10.859621633402474
30,10.061300677863272,13.585836577381627
33,4.163669831238356,9.533587402815067
28,8.891263836918434,11.89057626928613
47,4.594790502638648,12.531860857211047
33,4.572971578245636,9.215781957979406
5,10.80368184639926,8.092780349636499
48,4.8718550510321865,13.498156543042484
19,5.000849791921106,7.378003955748627
4,2.5062072122323458,2.436369641146759
35,10.771355824192417,14.915524564026898
49,10.02965072548678,17.014691374101183
17,8.45962488336144,9.046123427431091
44,9.627524757419001,16.90730151107772
28,3.944461390532672,8.787850611060605
30,6.854074148581967,10.959301535666897
29,5.836584179813419,9.712183048759758
46,3.3908769994416565,12.09843484419828
6,7.118239609541779,5.890672929095366
35,11.247026678255036,14.59770311398325
41,2.880561630981598,11.104206839999906
37,5.268878678191042,11.178822358171814
24,4.471638893954183,7.6123531880382895
29,4.762393209824115,9.204552284608493
49,11.130128242854065,18.175184878962806
46,6.946656015225757,14.472524380710281
31,6.929844422928278,11.637020005063425
35,9.725468603325183,13.321985336719678
33,3.967675938046795,9.90862882229942
21,7.129020863950482,9.202628371939058
32,6.584859534150067,11.148021479173414
23,8.170651560193233,11.040926932674699
33,11.995798180879166,15.519790108692192
3,9.809764493779447,7.782500878891231
18,6.279724178665559,7.093518928901922
25,10.361753996603447,12.378501927026605
42,4.121729451468562,10.951754771549437
31,2.789405019935121,8.547954809295197
3,4.442259538410594,4.26852162095397
40,5.733909783085467,11.944634333669667
46,7.350517195865819,14.1168486877241
24,8.343726835141398,11.537955280001823
32,11.150754313537007,14.063250726162444
47,7.343613090729348,14.048169168431409
22,7.2621186239444295,9.170892012022264
23,2.9773085933183303,6.449149301170275
2,2.831659750234126,1.9919325808353159
27,7.736019638205534,11.348424004642991
42,6.662696825859273,12.060112438541047
2,10.472213752312836,7.43887247450069
26,4.026456054762529,8.052291316388661
17,2.7372307901119712,5.460287960081127
40,6.765868295336196,13.678680486859575
33,4.756046289146446,10.769794777200733
9,2.971336546718956,3.1220146696841264
43,9.383683725052475,14.348607261895548
48,3.560133499593851,12.155438130895396
39,8.279035250073832,13.377003988964052
29,5.169972626585447,8.896824419426585
42,4.1482124783727095,11.371069361853692
26,6.107639467733516,9.677948278976872
35,10.113734874118059,13.804612118833669
25,6.224888980593441,9.134306899333712
24,9.632311667505029,11.299201855952626
13,3.6921198195919316,5.031482821955025
7,9.841328486818252,8.70024239742219
36,4.750866586613162,10.054523202719324
45,8.935234733944291,15.061968027497123
20,7.874924770989465,9.425305193449725
1,11.32687481351103,8.287248664216023
8,6.179563920765483,6.151966475574439
46,3.1285692939271845,12.455821273060529
16,2.6819771127369028,5.401760796473412
14,10.355156329241154,10.494505908691837
12,7.4849885577836055,7.613113891777093
23,9.864818492432018,11.156366025317013
15,4.72704320010939,6.112352421224673
28,5.778295582375721,9.372187742303785
34,2.78598678600753,8.986105899211234
2,11.634177083454066,7.88448577636961
32,8.844745113657726,13.013941940977713
23,11.36544833371341,12.659557586505851
22,5.022215870576187,8.353971166756082
25,8.308904306643779,10.572977553025563
22,8.945749698780059,10.339136355993205
22,5.51672215244709,8.137181463657273
49,10.557037732648485,17.12541661122915
42,11.498033897552354,17.016055560932003
6,10.90612361811204,9.38849071517999
15,9.521136271424039,10.753323164213452
43,5.135914457387063,12.020764254446096
37,5.175352400003502,9.422904987472991
33,11.65192304423736,14.718090887939852
8,2.5977027113890743,3.5708308993106606
44,9.302474745800373,15.801890163954923
44,9.209338544274992,15.529901095838285
5,8.415550639023076,6.762968832757347
39,11.906034037825226,17.161392205725797
4,5.46285463975539,4.185171128115594
6,5.729732706035858,5.155343794316122
45,3.249924327992278,10.781419599564082
32,6.706582297165506,11.200204307591877
30,4.979960999231057,10.35161787883719
47,5.76217367068762,13.445375374256038
35,10.428432007428462,14.381480079259305
40,11.38710287851121,15.285663909033662
16,4.264464184049263,6.102549752853975
13,6.038834849757926,7.48869698912948
42,11.321990340096244,16.36201787438307
30,3.087180376547615,8.046233733434999
19,3.377425017058096,6.765303728677431
17,4.046514397459179,6.133585370271275
19,8.15452192420531,10.270685333403069
28,3.929486574556976,7.7644563269896825
26,11.696725623781969,13.893731004407636
37,6.743788008955943,13.040156038816258
26,7.264420623326581,10.892800322532159
23,4.843256850151361,7.1258324028619064
9,6.9741223981299685,6.462364377948822
12,8.78817951005161,8.556295316279401
1,9.636182801063406,7.587965463398831
1,9.661746785744175,6.435438645997264
47,7.9899655705938395,14.597649929513562
34,11.091417862441643,13.919865615225465
32,10.26537454940804,13.319510267390408
48,9.691957089636942,15.897023164111658
25,3.0282524559643758,7.961990398644188
40,2.5653406410866686,9.508697536880781
45,4.518249133356993,12.572783455605713
1,8.803474142177796,6.497180569450719
16,6.406376144384185,7.777963600736712
39,6.322859463343462,12.020606278332755
5,10.903575438181331,9.173279413694877
22,11.007847057252468,12.339920014358649
29,11.137165008509065,13.803489819690284
3,5.4818417268927595,4.218890928405868
12,9.065030221022987,8.66013362336848
26,5.080515222106511,9.123395003149506
16,4.310793414207273,6.394165958777946
37,4.254008344800008,10.500313546397134
22,5.750022398204143,8.130137610026328
29,6.584597387908306,11.475337700268682
14,10.39401712502315,9.984444576666197
28,3.6389653879907646,8.184134660559266
5,9.481795550251494,7.6791942928851356
47,7.5488216847984,15.76937108777236
49,5.2354807554219285,13.39422180466187
30,7.181786053061834,10.938676210270627
46,5.349449662881716,13.080191047545277
5,8.162778574763907,6.4837856801002705
12,6.62151726712482,7.185455049254201
16,4.061852526249348,7.287125023119134
26,3.607539208279119,7.926661497974917
26,7.693608979685236,10.827057946352747
48,11.072923816217983,17.150278850843957
21,5.767598022298013,9.174316450246492
39,9.46350101861492,15.529159935123936
36,8.757282871927785,13.881542239290495
33,11.34977168594007,15.033896387202667
30,10.299319664341837,13.239274227381905
37,7.882749959601898,13.22620447585224
23,8.741789733224019,10.426556721300187
10,11.03467143254833,9.318851178216581
5,6.29542845357588,4.753054651334185
36,5.6045497056488855,11.408586776386603
34,2.602705294534365,7.969887974221346
31,10.35223520481891,13.344636016171554
10,10.109316653831966,9.190325779421844
19,3.492317921951438,6.792158001154901
32,7.980145120760652,11.81099357437572
1,6.907826132585431,5.690797679645004
5,3.6277364073365588,4.060819747526776
45,11.815398157076874,16.90391594836228
4,4.539610930901876,4.60399198330112
16,3.138724710860331,5.300155660972326
24,8.15105010526814,10.372703084757143
16,9.51923343276381,9.859775814267488
2,2.808212737448276,2.4041133776551455
49,8.75781756790671,15.848061676857403
28,7.556772821538817,10.577849042347104
32,3.48101758431296,8.510813334804778
27,4.13897683099044,8.425883426988037
20,7.895755824502765,9.559593813022024
24,5.315397328376239,8.860367224111382
12,11.413999422187503,10.579038178735564
35,10.278032180098482,14.37995855520508
33,11.843888461879798,15.356326447331286
33,4.966872970028932,10.857225443119866
43,11.712374511580782,17.695492968132218
37,6.5967217630198,12.782147326499823
12,5.801428555480669,6.979102124499704
3,2.978320506208856,3.770077101195257
1,3.001269949666225,2.5626761328833756
33,9.074106931493219,13.244277858727623
40,6.850325447123265,14.015050242839571
10,4.6519554473430045,3.9598408944809806
43,8.332717910089709,14.444993120027632
44,4.902152123376056,12.927785095557898
29,7.987501666272014,11.995489809412282
13,5.912483096335558,8.106027999086072
12,10.32374615281228,9.827847254031624
31,10.296613527284403,13.339315146866191
46,7.034828782162813,14.05883532820777
2,5.832781538682648,4.725306609061088
35,5.944318067311398,12.056765274626658
23,10.154287993848069,12.670133357191368
17,5.617705086577314,7.384639154495533
26,4.486064050215037,8.530835707778209
8,3.304539247815415,3.654584387409579
29,6.9335846484018795,10.498952689341428
26,7.080254939738498,10.780453563674657
10,10.488632748827618,10.292986229242707
26,4.601767616237607,8.138335028506242
34,6.119417099849799,11.292490390244105
41,10.179854519490064,15.349785628739015
7,10.324424302115247,9.20652461700118
4,6.153805221798298,5.001317147249128
45,6.861678221223468,12.93797125971556
11,5.381215963068188,6.54557104346185
29,11.359271344983465,13.762023431488393
36,3.627115774545013,9.691075123873839
25,11.370619518513966,13.339665042998753
21,8.996731292435761,10.802653459030427
36,7.549935450523947,12.820871865464728
10,2.8102610774527106,3.1924627584145524
37,7.018163822309079,12.691128664810446
9,6.373606997525957,5.398048251628688
24,4.031578713763665,8.064481653150265
35,8.73589123325624,13.799112950524032
49,11.725933619998715,17.491406800065047
35,7.840793705112989,12.76478342751434
48,9.290156126217486,16.76441536924828
36,3.1502792993771593,9.225697689369348
18,6.46783646026145,8.556701368755348
49,3.6054056090627107,10.98258678439624
39,8.32156043759685,14.293069800262314
32,11.41558050303447,14.568983192942639
24,8.786888458480565,10.947434210596676
23,3.2296289589870044,7.398898554300101
32,5.869328947358287,11.457022657403623
37,7.73130210468809,13.165216566882778
12,6.330473683265896,7.726123858142945
49,10.419618099514137,16.465942730532323
13,10.239374544744898,10.246813379449103
23,8.312394690980604,10.471422852844725
25,6.0478504787607,8.925783646756628
35,4.925695550750819,9.554013247390593
41,3.5058060230247285,11.01004068380471
30,5.871527993122264,10.631593593224167
17,6.425138913473336,8.660396313691864
49,8.920317788488699,16.75990078202373
20,8.752518330826948,9.865943964204352
48,3.1660273265919407,12.506800848078882
25,6.254963496595999,10.166004820953065
22,4.226899238564938,7.2892217792057465
13,3.989720700509654,5.464014632219898
19,10.359370422503837,10.732473198263685
49,2.8981945588044464,12.61058211590127
36,6.482237321070153,11.074275942065642
12,4.097934729781922,5.5945815717404015
41,10.853637048945503,15.654183298046075
19,7.791884876112833,8.811705644588056
12,4.698116045580056,4.818433035133622
9,7.273059228080576,6.887339241786343
7,9.4491204171796,7.517079169257905
28,11.602121084734621,13.91543907287592
14,4.59423704033148,6.96626654765137
31,10.918726835228778,14.098844259811429
19,11.375889084591158,12.924275311564582
47,11.20599517305463,16.913145639728516
16,8.536436390188143,8.65698416442043
5,8.483296217129723,6.5459895038356635
35,6.330501015246316,11.489236170084002
12,9.647779881885985,10.652745688066428
25,7.547293174333853,9.559866339177033
21,8.935661676668797,10.892447042416068
36,6.570350086563557,11.543124536667989
23,9.449216408409821,11.237538766195819
16,10.332479417243217,9.951332485254845
39,3.8911444377267532,11.01895804611031
45,10.412832297955166,16.4157747892047
42,7.632817052007919,14.395738955352739
39,10.52432613635713,15.404998408699944
14,6.597366210239639,6.54659244729702
31,6.100884611138833,11.10604612022963
5,11.193076958913613,7.988554654497742
35,4.886108041709813,9.55512583119166
23,10.52001709021836,11.655696581518725
29,7.098195438839339,10.41821182819479
43,7.383906704236967,14.572229757145719
11,5.430448674150098,5.993313716732032
18,7.943900905880649,9.897907578759224
47,5.5895063646240075,13.108545806867028
12,2.873059435295697,4.611008495430816
9,5.083986750771382,5.6684402634499484
10,2.5606009123626112,4.177033360226105
44,11.794370477040138,16.99208725353504
17,11.6745984932876,11.55007147938441
38,6.253975325986898,11.918059943214864
7,9.419523116226637,7.302024602156339
46,5.785157934899037,13.290304736150878
13,8.875384992316771,8.747718581259555
40,10.151585408936802,15.541168881993634
42,11.494184324576286,16.655782245941467
9,6.302016620571884,6.969631344992226
27,9.941330838082454,12.53599483623461
2,5.026320281005129,3.7091259240363885
5,11.90815688603966,9.534674958254078
29,2.7448111882613357,8.122663040625252
37,8.23352366176065,12.394484625934512
38,8.765306825687608,13.503309187510924
19,9.036432792204224,9.907506483631769
8,3.6436819984963456,4.408125100364711
48,11.41603294299474,18.017952514842218
45,4.221241150975787,12.065786114614438
1,8.41615733077849,4.9722218909921025
22,4.615422751669307,6.870771445310755
17,5.418555961702074,7.150931204772921
7,7.691356146417181,6.6430911071901795
25,6.463337476363477,9.619354815391914
45,4.02214320927681,11.638260353979984
4,4.123895822998058,4.5114611066445605
36,6.472375487546596,10.676154555824308
6,9.694188293617257,8.27573402549152
31,11.030664145053992,14.493051020977445
19,3.2992127914641367,6.507349794510726
44,6.234487121814309,13.646841581010815
39,3.4523328553673283,10.731509993743561
27,2.65762856600968,6.996316175274732
10,8.786327485117589,7.725206325166942
26,8.223269698682584,10.056423234140222
19,4.048681581241419,6.510613998332595
39,4.72122191438411,10.783534805439794
3,2.7252236596229245,3.127392735130658
45,10.431998454096835,16.30764841213646
13,11.759560662461238,10.484483318858535
28,3.7868655995495626,7.710636272697709
20,4.699014530770333,8.350848977442135
28,10.749890477495873,13.267450040715552
8,11.301406080583757,9.281680683065712
41,6.486460136664698,12.895206715789367
39,2.9809134865562044,10.877668497051253
1,2.874222420081784,2.058175693194354
3,7.952523727655599,6.623879445906669
13,6.2325035344852004,7.645018757583163
28,2.772198061987718,6.634429526923417
49,8.04089772696929,15.224292167071866
25,2.6073740975957134,7.392953383790656
33,9.980033602418093,13.378943710747386
38,5.41111181568203,11.67239256797795
6,2.882451028587705,2.879652792285956
44,8.089346099339956,14.355328404915435
45,6.27800193711402,13.200605195135035
32,11.75110392689292,15.111980738914289
45,7.6698872937851705,14.579280981232062
47,5.114772219851579,13.102838450970923
21,9.239669214022761,12.053511343231389
16,5.0791740241557575,7.697830149385575
21,11.090311268371869,11.131029095703017
11,6.059858719820076,6.306765677547923
37,7.72375134637395,14.130197084713462
36,2.9804444863301742,9.041593903463246
35,6.548151760546192,12.721124250470567
19,10.407453626779452,11.020732040265479
20,10.15366365095175,11.135618108263682
18,4.631026309108499,7.339661614645406
47,4.647751174600345,12.674718680067757
41,10.26440046602575,15.779026938376967
49,11.338784991608593,18.6866064865171
14,3.4059287520935335,5.612206718483265
15,6.77555707454914,7.910449690752807
31,5.705815650160176,11.112346028116065
1,10.771540326845674,8.33230111425589
3,3.2934866894601784,2.585718910922882
16,4.505696454301355,7.408392226937264
23,9.648449207071696,11.81293222964773
11,2.987291565321548,4.226941305080461
12,7.179086116785748,6.5175098625539905
10,6.70001682945734,6.096938116722909
32,5.676811200393113,11.304932598337906
16,6.248436995529776,8.533001908506494
8,7.534435575837213,7.024381731393202
38,4.032989904689639,9.595584986790572
12,7.933960843694131,7.523627261527648
24,10.15160712834987,11.239263772796548
28,9.721528833006511,11.713893536476341
8,3.96204909459085,5.443436252033346
28,3.9178699625440023,9.428437498881525
36,5.047656493576676,10.245045347200556
26,5.930209900239854,9.43149672650824
8,6.380328023380585,5.514979079591659
28,8.95712355991678,11.990326376690515
28,3.0384641055754362,8.589983445667002
37,2.8293906901476307,9.96035287550696
41,6.2231503479671355,13.049438774153742
36,9.123055075310814,13.619378042304865
27,4.337635758086584,9.129294813774314
17,8.59429257193439,9.862114781816231
9,4.9683673104328445,5.550791583824177
33,10.917818033728405,14.340736783563255
20,11.009054470532856,12.02279680585223
13,5.324228440672602,6.5471461037008085
28,4.684940662650785,8.675670365070573
48,6.4073877346291965,13.789247257871507
29,4.785050059211413,8.719439419271529
13,8.887646511271186,8.481887380725478
46,10.347614503208712,16.497101778805128
35,8.894375243656562,13.176782724542612
6,10.331329248868819,8.269154018747878
18,6.271425540971004,7.732198934754564
5,3.985011221734178,3.9923766000111427
47,9.510534000277126,16.882042295213672
25,5.924507798844762,9.226333444352392
2,8.877072839676758,6.702600914034444
10,5.071117448826774,5.154783402805297
30,3.2716815306633906,8.225380473149926
45,11.929527057133752,18.11625892540022
5,3.9839143253406935,4.364383641283553
33,11.88999944265307,15.576843616889361
1,11.784159359381249,9.085191099882241
18,10.041271987126375,10.990703411444114
32,8.764518139778977,12.860973681583623
47,7.989166977385304,15.22892300433189
49,10.72796468108943,17.254389275037624
11,5.249675455385136,5.99161788172571
21,6.942971518606332,9.267065212286028
26,8.384204708981768,11.505301950930718
25,6.406309520760166,9.626063615494125
